"city","area","code1","cunli","gen_0102","gen_0304","gen_0506"
"高雄市","阿蓮區","A6423-01-001","中路村",62402,62037,85453
"高雄市","阿蓮區","A6423-01-002","中路村",71549,73151,84485
"高雄市","阿蓮區","A6423-01-003","中路村",6685,6986,8924
"高雄市","阿蓮區","A6423-01-004","中路村",38826,45282,48844
"高雄市","阿蓮區","A6423-01-006","中路村",97911,106875,129538
"高雄市","阿蓮區","A6423-01-007","石安村",109986,121909,124266
"高雄市","阿蓮區","A6423-01-009","中路村",108227,118722,140753
"高雄市","阿蓮區","A6423-01-015","中路村",118799,125357,155808
"高雄市","阿蓮區","A6423-01-018","中路村",56981,62310,73473
"高雄市","阿蓮區","A6423-02-005","石安村",80984,87002,88721
"高雄市","阿蓮區","A6423-02-008","石安村",35680,40834,38825
"高雄市","阿蓮區","A6423-02-010","青旗村",69394,74187,76390
"高雄市","阿蓮區","A6423-02-011","青旗村",85934,92235,93377
"高雄市","阿蓮區","A6423-02-012","青旗村",35385,38998,39353
"高雄市","阿蓮區","A6423-02-013","石安村",97264,107495,114796
"高雄市","阿蓮區","A6423-02-014","青旗村",49110,54913,54162
"高雄市","阿蓮區","A6423-02-016","青旗村",114362,127198,129239
"高雄市","阿蓮區","A6423-03-017","阿蓮村",97001,107546,121492
"高雄市","阿蓮區","A6423-03-020","阿蓮村",128916,125491,142174
"高雄市","阿蓮區","A6423-03-021","阿蓮村",14289,15058,15887
"高雄市","阿蓮區","A6423-03-024","阿蓮村",157676,146749,165914
"高雄市","阿蓮區","A6423-03-025","阿蓮村",74904,84469,90527
"高雄市","阿蓮區","A6423-03-027","阿蓮村",132771,147242,167852
"高雄市","阿蓮區","A6423-03-029","阿蓮村",65638,77012,91550
"高雄市","阿蓮區","A6423-03-034","阿蓮村",99655,119426,129550
"高雄市","阿蓮區","A6423-04-022","清蓮村",54396,57005,60314
"高雄市","阿蓮區","A6423-04-031","清蓮村",79341,84843,93424
"高雄市","阿蓮區","A6423-04-033","和蓮村",146456,154408,160897
"高雄市","阿蓮區","A6423-04-035","清蓮村",63091,65884,69917
"高雄市","阿蓮區","A6423-04-036","阿蓮村",81790,81191,91022
"高雄市","阿蓮區","A6423-04-037","清蓮村",94631,99005,108030
"高雄市","阿蓮區","A6423-04-039","和蓮村",64095,71188,70160
"高雄市","阿蓮區","A6423-05-032","阿蓮村",65798,76202,89871
"高雄市","阿蓮區","A6423-05-038","阿蓮村",143201,163196,182575
"高雄市","阿蓮區","A6423-05-040","阿蓮村",136360,148137,177980
"高雄市","阿蓮區","A6423-05-043","南蓮村",111553,114771,128673
"高雄市","阿蓮區","A6423-05-046","南蓮村",67487,69234,71842
"高雄市","阿蓮區","A6423-05-047","南蓮村",43723,44294,47379
"高雄市","阿蓮區","A6423-05-054","南蓮村",126989,128455,138897
"高雄市","阿蓮區","A6423-06-041","清蓮村",92480,87946,96775
"高雄市","阿蓮區","A6423-06-045","南蓮村",105301,104607,123311
"高雄市","阿蓮區","A6423-06-048","南蓮村",41438,43125,44340
"高雄市","阿蓮區","A6423-06-050","清蓮村",120980,121343,130880
"高雄市","阿蓮區","A6423-06-055","南蓮村",49153,54073,59371
"高雄市","阿蓮區","A6423-06-056","和蓮村",150641,154272,168651
"高雄市","阿蓮區","A6423-06-057","清蓮村",96513,95990,104298
"高雄市","阿蓮區","A6423-06-059","南蓮村",65894,71227,71985
"高雄市","阿蓮區","A6423-06-061","南蓮村",10358,11263,12171
"高雄市","阿蓮區","A6423-07-028","和蓮村",127457,135504,141514
"高雄市","阿蓮區","A6423-07-042","和蓮村",40929,42857,46194
"高雄市","阿蓮區","A6423-07-049","和蓮村",92831,94447,101532
"高雄市","阿蓮區","A6423-07-051","港後村",83011,84350,93221
"高雄市","阿蓮區","A6423-07-052","和蓮村",126574,128834,138710
"高雄市","阿蓮區","A6423-07-062","港後村",128337,154121,171839
"高雄市","阿蓮區","A6423-07-063","港後村",79432,96141,105390
"高雄市","阿蓮區","A6423-07-065","港後村",30720,35931,41084
"高雄市","阿蓮區","A6423-08-019","阿蓮村",120813,139086,139269
"高雄市","阿蓮區","A6423-08-023","阿蓮村",79839,93690,95196
"高雄市","阿蓮區","A6423-08-030","阿蓮村",112268,132020,135908
"高雄市","阿蓮區","A6423-08-044","峰山村",92405,98399,103557
"高雄市","阿蓮區","A6423-08-053","南蓮村",66675,71082,73361
"高雄市","阿蓮區","A6423-08-058","峰山村",82395,81194,91983
"高雄市","阿蓮區","A6423-08-060","峰山村",76212,79879,87454
"高雄市","阿蓮區","A6423-08-068","峰山村",111556,114866,122401
"高雄市","阿蓮區","A6423-08-072","崗山村",53851,48522,56778
"高雄市","阿蓮區","A6423-08-074","復安村",7440,7566,8486
"高雄市","阿蓮區","A6423-09-064","南蓮村",126514,116640,125027
"高雄市","阿蓮區","A6423-09-066","清蓮村",57806,57470,65514
"高雄市","阿蓮區","A6423-09-067","港後村",97793,101585,113042
"高雄市","阿蓮區","A6423-09-069","崗山村",63170,64682,72111
"高雄市","阿蓮區","A6423-09-070","港後村",199617,218327,248628
"高雄市","阿蓮區","A6423-09-071","崗山村",49509,51754,54662
"高雄市","阿蓮區","A6423-09-073","崗山村",81390,87600,88352
"高雄市","阿蓮區","A6423-09-077","玉庫村",3719,2875,3637
"高雄市","阿蓮區","A6423-09-079","玉庫村",28999,26868,32089
"高雄市","阿蓮區","A6423-10-075","復安村",15386,16073,16129
"高雄市","阿蓮區","A6423-10-076","復安村",89987,94870,102825
"高雄市","阿蓮區","A6423-10-078","復安村",86473,92283,98270
"高雄市","阿蓮區","A6423-10-080","復安村",82387,83317,99839
"高雄市","阿蓮區","A6423-10-081","復安村",149366,141203,162816
"高雄市","阿蓮區","A6423-10-082","玉庫村",85097,83995,98506
"高雄市","阿蓮區","A6423-10-083","復安村",114056,119063,125699
"高雄市","阿蓮區","A6423-10-084","玉庫村",181155,189232,200481
"高雄市","大寮區","A6414-02-013","後庄村",77589,77355,85767
"高雄市","大寮區","A6414-02-017","後庄村",78179,76326,82181
"高雄市","大寮區","A6414-02-018","後庄村",67366,68348,74007
"高雄市","大寮區","A6414-02-020","後庄村",135043,133074,144026
"高雄市","大寮區","A6414-02-025","後庄村",71998,69712,76532
"高雄市","大寮區","A6414-02-026","後庄村",119710,115978,129629
"高雄市","大寮區","A6414-02-032","後庄村",33451,28317,34145
"高雄市","大寮區","A6414-03-033","後庄村",10148,8287,9144
"高雄市","大寮區","A6414-04-014","後庄村",26037,28107,26521
"高雄市","大寮區","A6414-04-015","後庄村",80162,78253,86587
"高雄市","大寮區","A6414-04-016","後庄村",74192,76880,82406
"高雄市","大寮區","A6414-04-021","後庄村",226654,206414,236071
"高雄市","大寮區","A6414-04-022","後庄村",50606,51252,56065
"高雄市","大寮區","A6414-04-027","後庄村",70918,66509,76000
"高雄市","大寮區","A6414-04-030","後庄村",135846,135149,143518
"高雄市","大寮區","A6414-04-048","後庄村",51365,47784,53324
"高雄市","大寮區","A6414-05-024","中庄村",56748,59262,63246
"高雄市","大寮區","A6414-05-034","江山村",46511,41094,55528
"高雄市","大寮區","A6414-05-040","中庄村",97464,95047,109164
"高雄市","大寮區","A6414-05-042","後庄村",484598,466039,541325
"高雄市","大寮區","A6414-05-044","江山村",10254,8603,10848
"高雄市","大寮區","A6414-05-045","江山村",124586,115379,161341
"高雄市","大寮區","A6414-05-053","江山村",108341,97452,137657
"高雄市","大寮區","A6414-05-068","江山村",81341,76368,97632
"高雄市","大寮區","A6414-05-080","中庄村",163287,172186,188630
"高雄市","大寮區","A6414-05-083","中庄村",52205,54314,62335
"高雄市","大寮區","A6414-06-035","後庄村",83910,79313,90048
"高雄市","大寮區","A6414-06-038","後庄村",58530,53743,63946
"高雄市","大寮區","A6414-06-041","中庄村",112900,125083,134556
"高雄市","大寮區","A6414-06-043","後庄村",110168,97713,116161
"高雄市","大寮區","A6414-06-047","中庄村",100479,90144,103337
"高雄市","大寮區","A6414-06-050","後庄村",46392,43101,51203
"高雄市","大寮區","A6414-06-051","中庄村",115069,119869,130000
"高雄市","大寮區","A6414-06-052","中庄村",95559,97564,104248
"高雄市","大寮區","A6414-06-058","中庄村",46215,46172,52409
"高雄市","大寮區","A6414-07-029","中庄村",51096,50553,55258
"高雄市","大寮區","A6414-07-031","中庄村",82543,83986,93993
"高雄市","大寮區","A6414-07-036","中庄村",22638,22457,26629
"高雄市","大寮區","A6414-07-039","中庄村",47628,49570,54337
"高雄市","大寮區","A6414-07-046","中庄村",98428,101860,114059
"高雄市","大寮區","A6414-07-049","中庄村",183179,183669,206423
"高雄市","大寮區","A6414-07-054","中庄村",22925,21838,23781
"高雄市","大寮區","A6414-07-059","中庄村",89966,89371,100760
"高雄市","大寮區","A6414-07-065","中庄村",18793,18827,20616
"高雄市","大寮區","A6414-08-055","後庄村",80635,84465,84156
"高雄市","大寮區","A6414-09-060","中庄村",97460,91927,111333
"高雄市","大寮區","A6414-10-056","中庄村",118303,114570,129094
"高雄市","大寮區","A6414-10-062","中庄村",81841,77260,92073
"高雄市","大寮區","A6414-10-066","中庄村",88592,86226,91940
"高雄市","大寮區","A6414-10-067","中庄村",70003,70329,80726
"高雄市","大寮區","A6414-10-069","中庄村",75276,69414,74677
"高雄市","大寮區","A6414-10-070","中庄村",41596,39898,44299
"高雄市","大寮區","A6414-10-072","中庄村",101921,103400,116518
"高雄市","大寮區","A6414-10-073","中庄村",6330,5613,6068
"高雄市","大寮區","A6414-11-003","義和村",176798,159914,231604
"高雄市","大寮區","A6414-11-004","義和村",60525,53966,71428
"高雄市","大寮區","A6414-11-005","江山村",43223,42012,54879
"高雄市","大寮區","A6414-11-006","義和村",80551,73415,100988
"高雄市","大寮區","A6414-11-007","江山村",66182,61668,86200
"高雄市","大寮區","A6414-11-008","義和村",101926,99330,74665
"高雄市","大寮區","A6414-11-009","義和村",128047,113973,168725
"高雄市","大寮區","A6414-11-010","義和村",82347,75805,108015
"高雄市","大寮區","A6414-11-011","義和村",77924,69403,97260
"高雄市","大寮區","A6414-11-023","江山村",66942,59631,88698
"高雄市","大寮區","A6414-11-028","義和村",14594,12066,18059
"高雄市","大寮區","A6414-11-089","溪寮村",116130,100704,71349
"高雄市","大寮區","A6414-12-057","中庄村",45302,45826,48852
"高雄市","大寮區","A6414-12-063","中庄村",28205,29990,34363
"高雄市","大寮區","A6414-12-071","中庄村",81449,88377,95637
"高雄市","大寮區","A6414-12-074","中庄村",80841,87648,89427
"高雄市","大寮區","A6414-12-076","中庄村",117671,112772,141514
"高雄市","大寮區","A6414-12-077","中庄村",114106,122343,122990
"高雄市","大寮區","A6414-12-079","中庄村",48443,51670,54728
"高雄市","大寮區","A6414-12-082","中庄村",34805,36411,38895
"高雄市","大寮區","A6414-13-037","後庄村",175867,176104,184477
"高雄市","大寮區","A6414-13-064","後庄村",89114,89155,92135
"高雄市","大寮區","A6414-13-075","後庄村",79523,78575,81137
"高雄市","大寮區","A6414-13-078","中庄村",173935,173225,189212
"高雄市","大寮區","A6414-13-085","中庄村",188489,190594,210941
"高雄市","大寮區","A6414-13-095","前庄村",146490,145268,159099
"高雄市","大寮區","A6414-13-100","前庄村",113515,112955,124189
"高雄市","大寮區","A6414-14-084","溪寮村",28392,27457,34643
"高雄市","大寮區","A6414-15-093","翁園村",10719,11046,13687
"高雄市","大寮區","A6414-15-094","翁園村",134308,133901,150270
"高雄市","大寮區","A6414-15-096","翁園村",92244,94711,106436
"高雄市","大寮區","A6414-15-097","翁園村",59372,61865,67597
"高雄市","大寮區","A6414-15-099","翁園村",28829,26737,31809
"高雄市","大寮區","A6414-15-106","翁園村",69834,69950,77251
"高雄市","大寮區","A6414-15-107","翁園村",66142,66287,74330
"高雄市","大寮區","A6414-15-110","翁園村",58575,59215,66013
"高雄市","大寮區","A6414-16-101","翁園村",16087,18231,18609
"高雄市","大寮區","A6414-17-102","中興村",72424,67583,98230
"高雄市","大寮區","A6414-17-104","前庄村",79915,90615,99638
"高雄市","大寮區","A6414-17-111","中興村",64649,63191,89411
"高雄市","大寮區","A6414-17-113","中興村",96716,87564,128998
"高雄市","大寮區","A6414-17-115","中興村",210415,186000,269153
"高雄市","大寮區","A6414-17-116","中興村",113419,100212,139873
"高雄市","大寮區","A6414-17-117","中興村",113516,102466,150809
"高雄市","大寮區","A6414-17-119","中興村",31749,28490,39557
"高雄市","大寮區","A6414-17-121","中興村",62551,67327,95016
"高雄市","大寮區","A6414-18-151","中興村",25220,23225,26681
"高雄市","大寮區","A6414-19-098","翁園村",163414,165862,185629
"高雄市","大寮區","A6414-19-108","前庄村",39708,37185,42931
"高雄市","大寮區","A6414-19-109","前庄村",77313,73210,81034
"高雄市","大寮區","A6414-19-154","永芳村",89236,89011,95819
"高雄市","大寮區","A6414-19-161","永芳村",25716,27270,27114
"高雄市","大寮區","A6414-19-165","永芳村",88441,88869,97140
"高雄市","大寮區","A6414-19-177","山頂村",89099,93322,94947
"高雄市","大寮區","A6414-19-178","山頂村",85503,79029,91927
"高雄市","大寮區","A6414-19-183","山頂村",107022,115545,114272
"高雄市","大寮區","A6414-20-114","翁園村",86296,84086,96264
"高雄市","大寮區","A6414-20-118","琉球村",114924,115314,133919
"高雄市","大寮區","A6414-20-120","翁園村",64474,67189,72256
"高雄市","大寮區","A6414-20-123","翁園村",132901,133493,147663
"高雄市","大寮區","A6414-20-131","琉球村",25803,25251,29800
"高雄市","大寮區","A6414-20-133","琉球村",27857,28609,30843
"高雄市","大寮區","A6414-20-137","琉球村",47178,45200,52707
"高雄市","大寮區","A6414-20-138","琉球村",63210,69192,68219
"高雄市","大寮區","A6414-20-145","琉球村",139359,145423,169539
"高雄市","大寮區","A6414-21-126","中興村",79593,73875,102972
"高雄市","大寮區","A6414-21-128","中興村",144000,131446,199460
"高雄市","大寮區","A6414-21-130","中興村",75093,83203,106038
"高雄市","大寮區","A6414-21-135","中興村",151058,173392,224821
"高雄市","大寮區","A6414-21-136","中興村",88203,77581,105250
"高雄市","大寮區","A6414-21-139","中興村",57151,55664,75618
"高雄市","大寮區","A6414-21-144","中興村",27665,30823,37773
"高雄市","大寮區","A6414-21-149","中興村",78233,88476,100488
"高雄市","大寮區","A6414-22-122","前庄村",101316,98169,107706
"高雄市","大寮區","A6414-22-127","前庄村",46706,44450,49434
"高雄市","大寮區","A6414-22-132","前庄村",67407,66509,73981
"高雄市","大寮區","A6414-22-141","前庄村",44698,53548,65404
"高雄市","大寮區","A6414-22-143","中興村",87993,105874,114140
"高雄市","大寮區","A6414-22-146","中興村",42792,50010,60693
"高雄市","大寮區","A6414-22-150","中興村",56668,66344,79856
"高雄市","大寮區","A6414-22-155","中興村",58678,67501,78595
"高雄市","大寮區","A6414-22-159","中興村",80031,80576,100720
"高雄市","大寮區","A6414-22-164","光武村",2176,2346,3177
"高雄市","大寮區","A6414-23-086","溪寮村",67184,60764,84042
"高雄市","大寮區","A6414-23-087","溪寮村",85212,80065,118512
"高雄市","大寮區","A6414-23-088","溪寮村",90797,81594,113872
"高雄市","大寮區","A6414-23-090","溪寮村",38224,34727,50066
"高雄市","大寮區","A6414-23-092","溪寮村",169751,149035,195770
"高雄市","大寮區","A6414-23-103","翁園村",117915,122431,144531
"高雄市","大寮區","A6414-23-140","琉球村",4240,4280,5160
"高雄市","大寮區","A6414-23-162","琉球村",268037,243207,272608
"高雄市","大寮區","A6414-23-176","琉球村",6931,5931,7761
"高雄市","大寮區","A6414-23-203","琉球村",18043,17286,21372
"高雄市","大寮區","A6414-23-221","三隆村",249649,261317,291491
"高雄市","大寮區","A6414-24-148","琉球村",142669,144939,168073
"高雄市","大寮區","A6414-24-152","永芳村",83471,86326,94201
"高雄市","大寮區","A6414-24-153","琉球村",138559,139645,151291
"高雄市","大寮區","A6414-24-157","琉球村",102106,101031,116165
"高雄市","大寮區","A6414-24-158","琉球村",132561,127405,146160
"高雄市","大寮區","A6414-24-163","琉球村",100661,97636,114711
"高雄市","大寮區","A6414-24-166","琉球村",83266,85170,98952
"高雄市","大寮區","A6414-25-156","永芳村",83177,80759,88113
"高雄市","大寮區","A6414-25-160","永芳村",87636,79546,93131
"高雄市","大寮區","A6414-25-167","永芳村",95783,90747,99255
"高雄市","大寮區","A6414-25-168","永芳村",99786,97703,105921
"高雄市","大寮區","A6414-25-170","永芳村",133600,131450,139309
"高雄市","大寮區","A6414-25-180","永芳村",75090,70555,77695
"高雄市","大寮區","A6414-25-181","永芳村",113685,105801,121056
"高雄市","大寮區","A6414-26-112","忠義村",16744,15579,22786
"高雄市","大寮區","A6414-26-129","忠義村",40343,37705,51559
"高雄市","大寮區","A6414-26-134","忠義村",65631,60313,89021
"高雄市","大寮區","A6414-26-147","忠義村",70308,64853,95740
"高雄市","大寮區","A6414-26-171","光武村",102939,104433,122796
"高雄市","大寮區","A6414-26-206","山頂村",100183,103205,109489
"高雄市","大寮區","A6414-26-207","山頂村",51716,55813,61075
"高雄市","大寮區","A6414-26-209","山頂村",78968,88628,91900
"高雄市","大寮區","A6414-26-211","永芳村",60096,63316,63705
"高雄市","大寮區","A6414-26-213","山頂村",90450,94644,100653
"高雄市","大寮區","A6414-27-169","山頂村",125732,125933,154750
"高雄市","大寮區","A6414-27-172","山頂村",43828,41527,42230
"高雄市","大寮區","A6414-27-174","山頂村",54578,62001,63661
"高雄市","大寮區","A6414-27-179","山頂村",252107,260325,281743
"高雄市","大寮區","A6414-27-184","山頂村",47909,56497,56173
"高雄市","大寮區","A6414-27-188","山頂村",151851,148106,171248
"高雄市","大寮區","A6414-28-182","山頂村",81015,90845,86932
"高雄市","大寮區","A6414-28-187","山頂村",125594,130283,131734
"高雄市","大寮區","A6414-28-190","山頂村",40344,38237,41763
"高雄市","大寮區","A6414-28-192","山頂村",69571,70606,73586
"高雄市","大寮區","A6414-28-194","山頂村",61807,64100,65279
"高雄市","大寮區","A6414-28-195","山頂村",54297,58873,58380
"高雄市","大寮區","A6414-28-197","山頂村",84200,82515,83535
"高雄市","大寮區","A6414-29-201","琉球村",40,40,40
"高雄市","大寮區","A6414-30-189","山頂村",93733,92909,103282
"高雄市","大寮區","A6414-30-196","永芳村",119066,113059,135948
"高雄市","大寮區","A6414-30-199","永芳村",104422,98443,108266
"高雄市","大寮區","A6414-30-200","永芳村",59264,50977,57247
"高雄市","大寮區","A6414-30-204","永芳村",54327,48794,55082
"高雄市","大寮區","A6414-30-205","永芳村",84929,80611,94112
"高雄市","大寮區","A6414-30-212","永芳村",103664,105327,115923
"高雄市","大寮區","A6414-30-219","永芳村",49260,42901,51350
"高雄市","大寮區","A6414-30-222","永芳村",142662,124237,144925
"高雄市","大寮區","A6414-31-217","山頂村",1746,2133,3708
"高雄市","大寮區","A6414-31-244","內坑村",865,739,698
"高雄市","大寮區","A6414-32-210","永芳村",93288,70343,91193
"高雄市","大寮區","A6414-33-198","三隆村",55581,58280,64827
"高雄市","大寮區","A6414-33-202","三隆村",42233,45108,48536
"高雄市","大寮區","A6414-33-208","三隆村",55371,60185,66551
"高雄市","大寮區","A6414-33-215","三隆村",61734,65497,74093
"高雄市","大寮區","A6414-33-218","三隆村",65696,70583,76925
"高雄市","大寮區","A6414-33-225","三隆村",73534,76182,84486
"高雄市","大寮區","A6414-33-227","三隆村",77294,81973,93842
"高雄市","大寮區","A6414-33-231","三隆村",69694,68868,81372
"高雄市","大寮區","A6414-34-193","永芳村",100672,93550,109578
"高雄市","大寮區","A6414-34-224","三隆村",130841,139884,160379
"高雄市","大寮區","A6414-34-226","會社村",18415,18350,19882
"高雄市","大寮區","A6414-34-229","會社村",29661,26400,30896
"高雄市","大寮區","A6414-34-233","會社村",118198,111874,125408
"高雄市","大寮區","A6414-34-237","三隆村",116653,100814,113354
"高雄市","大寮區","A6414-34-239","會社村",151095,128982,150003
"高雄市","大寮區","A6414-34-248","會社村",98431,87659,91403
"高雄市","大寮區","A6414-34-250","會社村",99636,97688,100580
"高雄市","大寮區","A6414-35-214","永芳村",104574,100260,111152
"高雄市","大寮區","A6414-35-220","永芳村",99210,88386,100051
"高雄市","大寮區","A6414-35-223","會社村",143473,131943,146441
"高雄市","大寮區","A6414-35-228","會社村",128574,130456,134150
"高雄市","大寮區","A6414-35-230","會社村",118403,116411,120414
"高雄市","大寮區","A6414-35-236","會社村",76963,78625,80647
"高雄市","大寮區","A6414-35-241","會社村",15094,15490,16909
"高雄市","大寮區","A6414-35-243","會社村",65189,61390,65761
"高雄市","大寮區","A6414-36-234","會社村/永芳村",31367,30317,35155
"高雄市","大寮區","A6414-36-240","會社村",54321,54822,57887
"高雄市","大寮區","A6414-37-216","上寮村",83854,82135,94246
"高雄市","大寮區","A6414-37-232","上寮村",15874,14559,18550
"高雄市","大寮區","A6414-37-238","上寮村",140491,139634,162002
"高雄市","大寮區","A6414-37-242","上寮村",144871,154338,177087
"高雄市","大寮區","A6414-37-245","上寮村",163910,164973,198580
"高雄市","大寮區","A6414-37-249","上寮村",65977,70597,80044
"高雄市","大寮區","A6414-37-252","上寮村",54945,58981,63434
"高雄市","大寮區","A6414-37-262","大寮村",194174,197168,251178
"高雄市","大寮區","A6414-37-271","大寮村",11060,12680,14077
"高雄市","大寮區","A6414-37-273","上寮村",61727,65988,73138
"高雄市","大寮區","A6414-38-091","溪寮村",1286,7993,2674
"高雄市","大寮區","A6414-38-173","琉球村",912,699,1144
"高雄市","大寮區","A6414-39-254","會社村",99587,105201,106088
"高雄市","大寮區","A6414-39-257","內坑村",117889,134981,163754
"高雄市","大寮區","A6414-39-259","內坑村",114160,135921,158688
"高雄市","大寮區","A6414-39-266","內坑村",73570,82534,102245
"高雄市","大寮區","A6414-39-267","會社村",69498,74915,82574
"高雄市","大寮區","A6414-39-270","內坑村",37854,41060,47051
"高雄市","大寮區","A6414-39-276","內坑村",69665,77530,98552
"高雄市","大寮區","A6414-39-278","內坑村",74813,84982,103212
"高雄市","大寮區","A6414-39-279","內坑村",46058,54928,62134
"高雄市","大寮區","A6414-39-283","內坑村",107420,118849,164508
"高雄市","大寮區","A6414-39-285","內坑村",9738,11510,14105
"高雄市","大寮區","A6414-40-256","會社村",121194,118939,129562
"高雄市","大寮區","A6414-40-258","會社村",111038,105142,110140
"高雄市","大寮區","A6414-40-261","會社村",97967,97323,101645
"高雄市","大寮區","A6414-40-268","會社村",32997,32471,34754
"高雄市","大寮區","A6414-40-274","會社村",113597,112059,124538
"高雄市","大寮區","A6414-40-280","會社村",113725,130239,155451
"高雄市","大寮區","A6414-40-282","內坑村",89859,101744,135936
"高雄市","大寮區","A6414-41-235","三隆村",109501,107904,130202
"高雄市","大寮區","A6414-41-246","三隆村",29073,28074,35683
"高雄市","大寮區","A6414-41-251","三隆村",100022,104762,114387
"高雄市","大寮區","A6414-41-263","大寮村",119717,132127,156968
"高雄市","大寮區","A6414-41-264","大寮村",33052,35917,40642
"高雄市","大寮區","A6414-41-265","大寮村",15966,17642,25837
"高雄市","大寮區","A6414-41-269","大寮村",43995,46777,55372
"高雄市","大寮區","A6414-41-299","三隆村",193727,202197,273146
"高雄市","大寮區","A6414-41-308","內坑村",91383,99708,126286
"高雄市","大寮區","A6414-42-272","大寮村",156461,178194,213644
"高雄市","大寮區","A6414-42-275","大寮村",39217,42943,47076
"高雄市","大寮區","A6414-42-284","大寮村",23935,24291,32091
"高雄市","大寮區","A6414-42-287","大寮村",148297,163222,192902
"高雄市","大寮區","A6414-42-288","大寮村",89564,90780,116213
"高雄市","大寮區","A6414-42-289","大寮村",21570,21154,28062
"高雄市","大寮區","A6414-42-291","大寮村",18697,21280,24668
"高雄市","大寮區","A6414-42-295","大寮村",30072,34419,40824
"高雄市","大寮區","A6414-42-301","大寮村",171834,176088,223375
"高雄市","大寮區","A6414-43-277","大寮村",117204,125812,152419
"高雄市","大寮區","A6414-43-281","大寮村",52655,52720,65372
"高雄市","大寮區","A6414-43-286","大寮村",92463,96200,123913
"高雄市","大寮區","A6414-43-290","大寮村",65966,72062,93093
"高雄市","大寮區","A6414-43-293","大寮村",45072,50271,62588
"高雄市","大寮區","A6414-43-297","大寮村",34686,36702,41984
"高雄市","大寮區","A6414-43-300","大寮村",36041,41173,47402
"高雄市","大寮區","A6414-43-303","大寮村",195068,221509,256688
"高雄市","大寮區","A6414-43-305","大寮村",90932,97115,118035
"高雄市","大寮區","A6414-44-260","內坑村",154788,176471,219254
"高雄市","大寮區","A6414-44-294","內坑村",70753,77842,113700
"高雄市","大寮區","A6414-44-296","內坑村",74388,84929,118974
"高雄市","大寮區","A6414-44-298","內坑村",4382,6784,8611
"高雄市","大寮區","A6414-44-302","內坑村",103832,122174,160862
"高雄市","大寮區","A6414-44-304","內坑村",59345,69831,85411
"高雄市","大寮區","A6414-44-309","拷潭村",48650,54010,75885
"高雄市","大寮區","A6414-44-310","拷潭村",42005,48378,63865
"高雄市","大寮區","A6414-44-311","拷潭村",112128,129698,165012
"高雄市","大寮區","A6414-44-314","拷潭村",102775,114316,148791
"高雄市","大寮區","A6414-45-307","大寮村",201946,223005,266332
"高雄市","大寮區","A6414-45-315","過溪村",36079,24165,31223
"高雄市","大寮區","A6414-45-317","過溪村",208241,218721,276559
"高雄市","大寮區","A6414-45-318","過溪村",114556,130354,151240
"高雄市","大寮區","A6414-45-319","過溪村",32869,36534,44989
"高雄市","大寮區","A6414-45-320","過溪村",61408,66276,82058
"高雄市","大寮區","A6414-45-321","過溪村",36592,39555,46516
"高雄市","大寮區","A6414-45-323","潮寮村",10246,11107,11301
"高雄市","大寮區","A6414-45-324","過溪村",129226,147748,187103
"高雄市","大寮區","A6414-45-325","過溪村",188940,206198,266763
"高雄市","大寮區","A6414-45-326","過溪村",63771,76192,95752
"高雄市","大寮區","A6414-45-330","潮寮村",31691,35977,50625
"高雄市","大寮區","A6414-46-292","內坑村",154274,170904,226862
"高雄市","大寮區","A6414-46-312","拷潭村",53220,58843,77631
"高雄市","大寮區","A6414-46-313","內坑村",52516,60497,77436
"高雄市","大寮區","A6414-46-316","拷潭村",14549,16894,18302
"高雄市","大寮區","A6414-46-322","拷潭村",17485,21260,24720
"高雄市","大寮區","A6414-46-332","新厝村",142801,147107,188505
"高雄市","大寮區","A6414-46-335","新厝村",60655,67646,90631
"高雄市","大寮區","A6414-46-341","新厝村",88679,98481,132167
"高雄市","大寮區","A6414-46-345","新厝村",23896,25455,32887
"高雄市","大寮區","A6414-46-347","新厝村",99984,104077,142720
"高雄市","大寮區","A6414-46-355","義仁村",74437,90657,97750
"高雄市","大寮區","A6414-47-329","潮寮村",26356,29799,37670
"高雄市","大寮區","A6414-47-331","潮寮村",100220,111057,148125
"高雄市","大寮區","A6414-47-333","潮寮村",8441,9028,10865
"高雄市","大寮區","A6414-47-336","潮寮村",24774,27391,34183
"高雄市","大寮區","A6414-47-338","潮寮村",8301,8446,10354
"高雄市","大寮區","A6414-47-339","潮寮村",70881,79068,96235
"高雄市","大寮區","A6414-47-340","潮寮村",27087,29805,40307
"高雄市","大寮區","A6414-47-342","潮寮村",110124,124375,149234
"高雄市","大寮區","A6414-47-344","潮寮村",40127,45080,59937
"高雄市","大寮區","A6414-47-346","潮寮村",93315,105396,129413
"高雄市","大寮區","A6414-48-337","潮寮村",37362,40800,59150
"高雄市","大寮區","A6414-49-327","潮寮村",41205,78027,63811
"高雄市","大寮區","A6414-49-334","潮寮村",123049,136799,174067
"高雄市","大寮區","A6414-49-348","會結村",167212,188505,242875
"高雄市","大寮區","A6414-49-349","會結村",24311,31378,41444
"高雄市","大寮區","A6414-49-351","會結村",12772,14729,16834
"高雄市","大寮區","A6414-49-354","會結村",255624,342810,359837
"高雄市","大寮區","A6414-49-359","昭明村",319974,302983,386600
"高雄市","大寮區","A6414-49-372","義仁村",23312,26362,29912
"高雄市","大寮區","A6414-49-374","義仁村",106681,125893,147408
